NAME,total_housing_units,built_2020_plus,built_2010_2019,built_2000_2009,total_units_in_structure,units_10_19,units_20_49,units_50_plus,median_home_value,owner_occupied,renter_occupied,total_pop,median_hh_income,bachelors,masters,professional_degree,doctorate,GEOID
Block Group 1; Census Tract 102.09; Utah County; Utah,577,11,210,103,577,8,138,0,756000.0,337,204,1653,125375.0,286,51,18,34,490490102091
Block Group 2; Census Tract 102.09; Utah County; Utah,437,0,43,118,437,0,0,0,1064900.0,381,26,1526,121616.0,379,128,38,73,490490102092
Block Group 3; Census Tract 102.09; Utah County; Utah,344,0,19,233,344,0,0,0,845800.0,300,36,1337,220700.0,369,98,38,16,490490102093
Block Group 4; Census Tract 102.09; Utah County; Utah,446,0,44,129,446,0,0,0,784700.0,414,9,1263,170363.0,331,185,35,17,490490102094
Block Group 1; Census Tract 102.10; Utah County; Utah,383,0,57,106,383,0,0,0,701400.0,266,84,1497,162750.0,281,38,22,0,490490102101
Block Group 2; Census Tract 102.10; Utah County; Utah,558,14,113,193,558,10,55,0,539500.0,450,98,1914,153000.0,445,141,24,0,490490102102
Block Group 3; Census Tract 102.10; Utah County; Utah,572,0,103,333,572,0,0,0,686300.0,566,6,2104,117143.0,422,180,36,7,490490102103
Block Group 1; Census Tract 102.11; Utah County; Utah,306,0,33,62,306,0,0,0,945200.0,249,57,1133,167500.0,198,96,18,0,490490102111
Block Group 2; Census Tract 102.11; Utah County; Utah,57,0,21,0,57,0,0,0,1756000.0,57,0,178,205938.0,53,0,9,30,490490102112
Block Group 3; Census Tract 102.11; Utah County; Utah,395,0,67,140,395,0,0,0,1469400.0,363,3,1491,195286.0,348,80,63,24,490490102113
Block Group 4; Census Tract 102.11; Utah County; Utah,357,0,44,53,357,0,0,0,753800.0,309,36,1191,95313.0,275,41,38,28,490490102114
Block Group 1; Census Tract 102.12; Utah County; Utah,505,0,276,181,505,0,0,0,627100.0,417,68,1763,206366.0,392,163,13,20,490490102121
Block Group 2; Census Tract 102.12; Utah County; Utah,930,0,439,348,930,153,0,11,500700.0,431,396,2795,121607.0,671,201,69,14,490490102122
Block Group 3; Census Tract 102.12; Utah County; Utah,2078,202,1432,417,2078,166,84,0,701900.0,1210,832,6125,138929.0,1397,546,74,12,490490102123
Block Group 1; Census Tract 102.13; Utah County; Utah,464,13,190,148,464,0,0,0,684700.0,407,57,1744,146429.0,384,177,40,18,490490102131
Block Group 2; Census Tract 102.13; Utah County; Utah,191,0,61,79,191,0,0,0,987200.0,181,0,633,151597.0,146,58,26,0,490490102132
Block Group 3; Census Tract 102.13; Utah County; Utah,154,5,8,29,154,0,0,0,745200.0,148,0,618,192750.0,90,39,33,13,490490102133
Block Group 1; Census Tract 102.16; Utah County; Utah,496,4,103,366,496,0,0,0,783800.0,455,41,1968,122083.0,478,110,20,36,490490102161
Block Group 2; Census Tract 102.16; Utah County; Utah,305,7,177,121,305,0,0,0,583300.0,244,35,734,115875.0,137,101,16,8,490490102162
Block Group 3; Census Tract 102.16; Utah County; Utah,315,27,77,119,315,0,0,0,664500.0,280,35,1376,183681.0,241,108,38,2,490490102163
Block Group 1; Census Tract 102.17; Utah County; Utah,285,11,47,145,285,0,0,0,1092400.0,274,11,952,190208.0,269,140,27,15,490490102171
Block Group 2; Census Tract 102.17; Utah County; Utah,921,28,344,536,921,0,0,0,705900.0,869,41,3641,212717.0,698,252,119,97,490490102172
Block Group 3; Census Tract 102.17; Utah County; Utah,679,20,479,168,679,0,0,0,1097200.0,634,45,3297,188730.0,773,184,22,39,490490102173
Block Group 1; Census Tract 102.19; Utah County; Utah,697,0,364,161,697,0,0,0,717400.0,477,149,2028,227708.0,556,150,31,20,490490102191
Block Group 2; Census Tract 102.19; Utah County; Utah,329,0,8,95,329,0,0,0,771200.0,320,0,1148,130000.0,277,82,45,0,490490102192
Block Group 3; Census Tract 102.19; Utah County; Utah,619,19,169,121,619,0,0,0,749300.0,527,55,2231,174833.0,431,77,86,36,490490102193
Block Group 1; Census Tract 102.20; Utah County; Utah,421,0,19,215,421,0,0,0,641000.0,421,0,2154,144861.0,381,189,28,41,490490102201
Block Group 2; Census Tract 102.20; Utah County; Utah,429,0,83,339,429,0,0,0,559700.0,325,83,1547,136568.0,225,105,65,0,490490102202
Block Group 3; Census Tract 102.20; Utah County; Utah,331,0,0,290,331,0,0,0,622000.0,271,60,1361,116806.0,224,70,31,28,490490102203
Block Group 4; Census Tract 102.20; Utah County; Utah,410,0,47,130,410,0,0,0,568300.0,349,37,1650,118382.0,313,113,14,7,490490102204
Block Group 1; Census Tract 102.21; Utah County; Utah,0,0,0,0,0,0,0,0,,0,0,30,,0,0,0,0,490490102211
Block Group 2; Census Tract 102.21; Utah County; Utah,800,45,16,717,800,0,0,8,364400.0,463,337,2528,120109.0,815,128,0,0,490490102212
Block Group 1; Census Tract 102.22; Utah County; Utah,1119,42,552,491,1119,9,10,0,696800.0,1073,46,5048,171682.0,1213,401,61,33,490490102221
Block Group 2; Census Tract 102.22; Utah County; Utah,331,0,0,30,331,0,0,0,489100.0,331,0,1143,122266.0,215,102,0,0,490490102222
Block Group 3; Census Tract 102.22; Utah County; Utah,509,0,12,51,509,0,0,0,600100.0,389,79,2121,190722.0,178,86,0,16,490490102223
Block Group 1; Census Tract 102.23; Utah County; Utah,153,0,28,57,153,0,0,0,825800.0,142,4,551,147500.0,101,29,6,12,490490102231
Block Group 2; Census Tract 102.23; Utah County; Utah,263,70,22,163,263,0,0,0,701300.0,245,18,1146,176528.0,305,114,8,9,490490102232
Block Group 3; Census Tract 102.23; Utah County; Utah,104,0,3,71,104,4,0,0,845700.0,100,4,458,246944.0,157,3,9,0,490490102233
Block Group 1; Census Tract 102.24; Utah County; Utah,588,14,24,211,588,0,0,9,832500.0,480,36,2111,175500.0,453,148,45,23,490490102241
Block Group 2; Census Tract 102.24; Utah County; Utah,281,0,47,178,281,0,0,0,867200.0,264,17,1236,172266.0,270,70,29,21,490490102242
Block Group 1; Census Tract 102.25; Utah County; Utah,262,0,30,140,262,0,0,0,662200.0,262,0,1376,185417.0,235,96,31,0,490490102251
Block Group 2; Census Tract 102.25; Utah County; Utah,297,0,70,177,297,0,0,0,804500.0,236,45,1032,144375.0,204,109,4,0,490490102252
Block Group 3; Census Tract 102.25; Utah County; Utah,95,13,0,22,95,0,0,0,715900.0,95,0,347,144205.0,43,24,0,0,490490102253
Block Group 4; Census Tract 102.25; Utah County; Utah,221,0,28,108,221,0,0,0,619300.0,169,52,892,169766.0,184,84,19,0,490490102254
Block Group 1; Census Tract 102.26; Utah County; Utah,353,0,85,23,353,0,0,0,515900.0,321,32,1398,127159.0,328,58,0,6,490490102261
Block Group 2; Census Tract 102.26; Utah County; Utah,422,72,15,256,422,0,0,0,572700.0,422,0,1738,212515.0,369,35,15,13,490490102262
Block Group 3; Census Tract 102.26; Utah County; Utah,279,11,0,40,279,0,0,0,436200.0,253,26,1016,142601.0,137,61,0,14,490490102263
Block Group 1; Census Tract 103.03; Utah County; Utah,688,25,134,155,688,0,0,0,641000.0,631,21,2565,144286.0,597,229,35,33,490490103031
Block Group 2; Census Tract 103.03; Utah County; Utah,316,12,102,23,316,0,0,0,773800.0,243,73,997,107417.0,148,75,36,17,490490103032
Block Group 3; Census Tract 103.03; Utah County; Utah,498,27,72,126,498,0,0,0,626200.0,413,53,1724,130526.0,212,120,18,34,490490103033
Block Group 1; Census Tract 103.05; Utah County; Utah,740,18,327,125,740,24,36,0,979900.0,624,116,2909,128523.0,421,208,25,7,490490103051
Block Group 2; Census Tract 103.05; Utah County; Utah,525,58,60,167,525,0,7,0,878000.0,495,30,1841,127039.0,320,143,42,44,490490103052
Block Group 1; Census Tract 103.06; Utah County; Utah,508,71,179,206,508,0,0,0,368100.0,421,61,1490,85000.0,353,87,118,14,490490103061
Block Group 2; Census Tract 103.06; Utah County; Utah,312,7,65,158,312,0,0,0,363200.0,287,25,1091,84091.0,141,24,16,0,490490103062
Block Group 1; Census Tract 103.07; Utah County; Utah,491,71,353,45,491,0,0,0,620700.0,480,11,2196,142636.0,433,73,12,0,490490103071
Block Group 2; Census Tract 103.07; Utah County; Utah,527,73,190,245,527,0,0,0,434400.0,303,144,1353,77904.0,211,37,0,29,490490103072
Block Group 3; Census Tract 103.07; Utah County; Utah,686,87,247,258,686,0,0,0,531000.0,515,171,2689,108910.0,513,91,8,0,490490103073
Block Group 1; Census Tract 103.08; Utah County; Utah,417,27,232,115,417,26,0,0,570800.0,391,26,1968,136083.0,397,117,0,0,490490103081
Block Group 2; Census Tract 103.08; Utah County; Utah,308,37,107,104,308,0,0,0,573300.0,196,112,826,91393.0,132,108,0,37,490490103082
Block Group 3; Census Tract 103.08; Utah County; Utah,619,70,230,296,619,0,0,0,584100.0,590,29,2574,119135.0,359,233,15,0,490490103083
Block Group 1; Census Tract 104.04; Utah County; Utah,411,0,81,267,411,0,0,0,456500.0,405,6,1647,144614.0,311,59,0,14,490490104041
Block Group 2; Census Tract 104.04; Utah County; Utah,452,53,39,296,452,0,0,0,465000.0,363,89,1898,111351.0,351,106,14,0,490490104042
Block Group 3; Census Tract 104.04; Utah County; Utah,196,11,69,28,196,0,0,0,493400.0,196,0,776,127105.0,177,13,0,0,490490104043
Block Group 4; Census Tract 104.04; Utah County; Utah,209,17,16,170,209,37,0,0,693500.0,172,37,933,129821.0,175,73,0,37,490490104044
Block Group 1; Census Tract 104.05; Utah County; Utah,534,0,61,267,534,0,0,0,420400.0,505,29,2308,89330.0,325,68,26,5,490490104051
Block Group 2; Census Tract 104.05; Utah County; Utah,327,0,8,234,327,0,0,0,446500.0,302,25,1473,85250.0,158,91,17,18,490490104052
Block Group 3; Census Tract 104.05; Utah County; Utah,170,16,6,80,170,0,0,0,466100.0,153,17,660,120357.0,89,16,18,4,490490104053
Block Group 1; Census Tract 104.06; Utah County; Utah,795,17,387,250,795,0,0,0,622000.0,709,73,2822,112500.0,385,114,10,42,490490104061
Block Group 2; Census Tract 104.06; Utah County; Utah,214,0,3,5,214,0,0,5,498300.0,201,13,805,113529.0,150,21,11,11,490490104062
Block Group 1; Census Tract 104.07; Utah County; Utah,369,0,44,124,369,0,0,0,595400.0,333,36,1169,101971.0,203,67,0,16,490490104071
Block Group 2; Census Tract 104.07; Utah County; Utah,510,28,6,151,510,0,0,0,464200.0,430,42,1937,97386.0,293,64,73,11,490490104072
Block Group 1; Census Tract 104.08; Utah County; Utah,495,4,165,61,495,0,0,0,573500.0,474,21,1715,114936.0,216,69,15,5,490490104081
Block Group 2; Census Tract 104.08; Utah County; Utah,311,0,57,175,311,0,0,0,476900.0,295,16,1190,106250.0,102,66,0,0,490490104082
Block Group 3; Census Tract 104.08; Utah County; Utah,482,44,86,138,482,0,0,0,525500.0,482,0,1633,114375.0,154,69,0,10,490490104083
Block Group 1; Census Tract 104.09; Utah County; Utah,503,19,137,254,503,0,0,0,479900.0,472,31,1929,129375.0,233,73,0,5,490490104091
Block Group 2; Census Tract 104.09; Utah County; Utah,626,120,202,156,626,0,0,0,468100.0,598,11,2282,110639.0,237,123,4,4,490490104092
Block Group 1; Census Tract 104.10; Utah County; Utah,150,0,45,8,150,0,0,0,497500.0,133,17,623,142744.0,48,56,12,0,490490104101
Block Group 2; Census Tract 104.10; Utah County; Utah,406,21,207,152,406,0,0,0,497600.0,387,19,1387,102586.0,314,89,23,7,490490104102
Block Group 3; Census Tract 104.10; Utah County; Utah,17,0,0,4,17,0,0,0,,17,0,43,139750.0,0,4,0,0,490490104103
Block Group 4; Census Tract 104.10; Utah County; Utah,617,43,143,420,617,0,0,0,443400.0,536,49,2161,95679.0,273,49,0,18,490490104104
Block Group 1; Census Tract 104.11; Utah County; Utah,428,36,90,47,428,0,0,0,509100.0,413,0,1305,114917.0,265,83,17,6,490490104111
Block Group 2; Census Tract 104.11; Utah County; Utah,716,40,86,208,716,0,0,0,765100.0,658,38,2889,170000.0,411,268,97,16,490490104112
Block Group 3; Census Tract 104.11; Utah County; Utah,1080,144,628,114,1080,0,0,0,591200.0,1070,5,4089,126932.0,733,251,14,8,490490104113
Block Group 1; Census Tract 105.03; Utah County; Utah,301,11,25,66,301,0,0,0,654000.0,203,87,1238,95943.0,210,78,3,0,490490105031
Block Group 2; Census Tract 105.03; Utah County; Utah,845,13,455,141,845,97,18,4,445500.0,320,447,2422,73953.0,360,94,0,0,490490105032
Block Group 1; Census Tract 105.04; Utah County; Utah,830,0,281,117,830,21,0,71,331600.0,589,230,2386,72550.0,307,33,22,0,490490105041
Block Group 2; Census Tract 105.04; Utah County; Utah,384,0,24,27,384,0,0,11,622700.0,314,70,1294,78462.0,137,55,24,0,490490105042
Block Group 1; Census Tract 105.05; Utah County; Utah,240,0,32,53,240,0,0,0,340600.0,185,55,887,74932.0,37,28,0,0,490490105051
Block Group 2; Census Tract 105.05; Utah County; Utah,196,0,23,91,196,0,0,0,350600.0,196,0,693,102813.0,156,8,0,0,490490105052
Block Group 3; Census Tract 105.05; Utah County; Utah,116,0,0,11,116,0,0,0,446400.0,116,0,447,98409.0,76,14,0,0,490490105053
Block Group 4; Census Tract 105.05; Utah County; Utah,374,0,24,75,374,0,0,34,415200.0,343,31,1322,79313.0,41,31,0,0,490490105054
Block Group 5; Census Tract 105.05; Utah County; Utah,561,54,275,145,561,0,0,0,419000.0,561,0,2054,99491.0,211,50,0,0,490490105055
Block Group 1; Census Tract 105.06; Utah County; Utah,320,0,13,60,320,3,0,90,274100.0,138,173,959,79271.0,32,6,3,0,490490105061
Block Group 2; Census Tract 105.06; Utah County; Utah,340,19,42,6,340,151,0,0,272700.0,133,201,873,49728.0,70,0,0,0,490490105062
Block Group 3; Census Tract 105.06; Utah County; Utah,180,0,0,25,180,0,0,2,359100.0,140,40,650,89154.0,59,6,0,20,490490105063
Block Group 1; Census Tract 106; Utah County; Utah,532,55,63,95,532,0,0,3,605900.0,459,57,2337,138710.0,272,61,16,9,490490106001
Block Group 2; Census Tract 106; Utah County; Utah,803,59,634,101,803,0,0,0,487900.0,776,19,3230,116288.0,352,157,0,11,490490106002
Block Group 3; Census Tract 106; Utah County; Utah,414,0,12,45,414,0,0,55,276200.0,265,127,1337,70000.0,101,12,0,0,490490106003
Block Group 1; Census Tract 107; Utah County; Utah,462,0,81,59,462,0,0,0,543800.0,462,0,1932,123276.0,380,116,11,16,490490107001
Block Group 2; Census Tract 107; Utah County; Utah,399,11,26,15,399,0,0,0,438000.0,358,41,1178,113036.0,174,86,11,0,490490107002
Block Group 3; Census Tract 107; Utah County; Utah,611,0,45,105,611,0,0,25,430800.0,450,132,2115,74597.0,304,134,0,19,490490107003
Block Group 1; Census Tract 109; Utah County; Utah,299,0,14,37,299,0,0,0,1741700.0,37,0,99,116750.0,26,16,5,11,490490109001
Block Group 2; Census Tract 109; Utah County; Utah,292,0,21,39,292,0,0,9,630300.0,180,20,512,135625.0,104,25,0,24,490490109002
Block Group 3; Census Tract 109; Utah County; Utah,148,0,20,33,148,0,0,10,825000.0,110,0,453,100500.0,15,58,6,0,490490109003
Block Group 1; Census Tract 9801; Utah County; Utah,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,490499801001
Block Group 1; Census Tract 9802; Utah County; Utah,798,0,10,40,798,161,63,0,,0,798,2703,29940.0,288,52,0,5,490499802001
Block Group 1; Census Tract 9803; Utah County; Utah,697,34,43,46,697,0,0,185,,398,278,2346,62014.0,278,30,0,29,490499803001
Block Group 2; Census Tract 9803; Utah County; Utah,687,0,8,73,687,38,88,0,222800.0,53,634,1548,31691.0,120,8,22,0,490499803002
Block Group 1; Census Tract 9804; Utah County; Utah,5,0,0,0,5,0,5,0,,0,5,299,,39,0,0,0,490499804001
Block Group 1; Census Tract 9805; Utah County; Utah,577,42,56,60,577,0,0,61,290000.0,198,379,1663,57831.0,198,70,0,5,490499805001
Block Group 1; Census Tract 9806; Utah County; Utah,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,490499806001
Block Group 1; Census Tract 9405.01; Wasatch County; Utah,3696,113,1436,1116,3696,116,5,22,850100.0,1498,217,4144,144606.0,1198,551,197,80,490519405011
Block Group 1; Census Tract 9601; Wasatch County; Utah,761,0,18,150,761,0,10,0,491600.0,565,159,2861,118500.0,397,74,0,14,490519601001
Block Group 2; Census Tract 9601; Wasatch County; Utah,905,0,290,107,905,0,0,0,394600.0,611,231,2343,114000.0,464,41,25,13,490519601002
Block Group 3; Census Tract 9601; Wasatch County; Utah,329,0,28,190,329,0,0,0,564900.0,297,21,1110,112188.0,205,30,0,0,490519601003
Block Group 1; Census Tract 9602.01; Wasatch County; Utah,269,0,81,164,269,0,0,0,640400.0,207,38,944,125893.0,155,112,12,0,490519602011
Block Group 2; Census Tract 9602.01; Wasatch County; Utah,337,0,0,0,337,0,0,0,461100.0,301,36,662,61510.0,91,30,0,0,490519602012
Block Group 3; Census Tract 9602.01; Wasatch County; Utah,688,32,554,50,688,0,37,0,469100.0,572,107,2355,80280.0,465,79,24,0,490519602013
Block Group 1; Census Tract 9602.02; Wasatch County; Utah,230,0,54,30,230,0,0,0,669900.0,181,49,673,93542.0,117,41,0,12,490519602021
Block Group 2; Census Tract 9602.02; Wasatch County; Utah,456,0,37,28,456,0,0,0,627600.0,342,114,1577,110313.0,222,85,0,0,490519602022
Block Group 3; Census Tract 9602.02; Wasatch County; Utah,1046,71,436,278,1046,34,21,0,859300.0,547,291,2383,115263.0,386,174,27,7,490519602023
Block Group 1; Census Tract 9602.03; Wasatch County; Utah,451,15,41,207,451,0,0,0,1270000.0,240,211,1280,86206.0,112,272,61,23,490519602031
Block Group 2; Census Tract 9602.03; Wasatch County; Utah,559,19,204,304,559,0,0,0,778800.0,340,210,1515,118542.0,332,75,52,35,490519602032
Block Group 3; Census Tract 9602.03; Wasatch County; Utah,505,0,52,172,505,0,0,97,974500.0,384,121,1518,90444.0,181,91,11,113,490519602033
Block Group 1; Census Tract 9602.04; Wasatch County; Utah,898,13,364,332,898,40,53,27,617300.0,653,237,3254,84764.0,614,154,32,41,490519602041
Block Group 2; Census Tract 9602.04; Wasatch County; Utah,302,6,30,14,302,0,0,16,689100.0,227,53,876,115000.0,57,25,9,0,490519602042
Block Group 1; Census Tract 9604.01; Wasatch County; Utah,490,35,77,180,490,0,0,0,894100.0,448,42,1357,137667.0,257,105,42,9,490519604011
Block Group 2; Census Tract 9604.01; Wasatch County; Utah,453,1,82,72,453,0,0,10,818200.0,310,40,925,137188.0,196,50,6,33,490519604012
Block Group 3; Census Tract 9604.01; Wasatch County; Utah,279,0,52,71,279,0,0,0,434300.0,180,52,615,69444.0,243,17,0,0,490519604013
Block Group 1; Census Tract 9604.02; Wasatch County; Utah,2199,81,539,659,2199,0,0,30,889400.0,1215,268,4332,173482.0,1023,585,98,91,490519604021
Block Group 1; Census Tract 9605; Wasatch County; Utah,306,0,18,19,306,0,0,20,577900.0,278,4,815,117353.0,49,10,0,8,490519605001
Block Group 2; Census Tract 9605; Wasatch County; Utah,287,19,72,151,287,0,0,0,1182300.0,61,27,269,162870.0,45,24,0,27,490519605002
Block Group 1; Census Tract 9801; Wasatch County; Utah,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,490519801001
Block Group 1; Census Tract 2701.01; Washington County; Utah,688,0,122,252,688,0,0,0,594800.0,488,120,1302,67317.0,117,110,11,24,490532701011
Block Group 2; Census Tract 2701.01; Washington County; Utah,613,21,91,204,613,0,0,11,457800.0,517,34,1987,96964.0,282,85,3,14,490532701012
Block Group 3; Census Tract 2701.01; Washington County; Utah,691,0,24,249,691,0,0,40,384500.0,506,68,1344,79457.0,140,116,13,4,490532701013
Block Group 1; Census Tract 2701.02; Washington County; Utah,471,71,149,97,471,0,0,32,498400.0,428,21,1399,89375.0,74,27,7,6,490532701021
Block Group 2; Census Tract 2701.02; Washington County; Utah,502,0,96,68,502,0,0,36,786900.0,214,97,789,62917.0,122,79,14,0,490532701022
Block Group 3; Census Tract 2701.02; Washington County; Utah,529,0,52,94,529,0,0,35,418200.0,174,13,653,81339.0,79,0,5,6,490532701023
Block Group 4; Census Tract 2701.02; Washington County; Utah,267,0,8,60,267,0,0,0,385900.0,123,97,1301,62727.0,77,9,0,18,490532701024
Block Group 1; Census Tract 2702; Washington County; Utah,1055,7,20,228,1055,0,0,38,458600.0,516,11,1153,97730.0,210,130,20,43,490532702001
Block Group 2; Census Tract 2702; Washington County; Utah,691,0,73,209,691,0,0,17,353300.0,530,82,1889,82500.0,165,89,9,0,490532702002
Block Group 1; Census Tract 2703.01; Washington County; Utah,940,19,295,220,940,0,0,0,570400.0,717,47,2559,105445.0,305,175,0,0,490532703011
Block Group 2; Census Tract 2703.01; Washington County; Utah,818,0,83,21,818,0,0,51,509200.0,622,144,2581,66695.0,168,79,54,24,490532703012
Block Group 3; Census Tract 2703.01; Washington County; Utah,760,67,43,96,760,88,122,0,362800.0,336,424,1852,31603.0,240,40,0,0,490532703013
Block Group 4; Census Tract 2703.01; Washington County; Utah,261,0,66,0,261,0,20,0,,0,215,519,41854.0,5,0,0,0,490532703014
Block Group 1; Census Tract 2703.02; Washington County; Utah,1443,10,629,398,1443,0,0,20,539300.0,1184,33,2642,78073.0,592,267,111,183,490532703021
Block Group 1; Census Tract 2704.01; Washington County; Utah,1536,109,383,532,1536,0,0,0,648100.0,1026,385,3198,81225.0,614,161,89,55,490532704011
Block Group 2; Census Tract 2704.01; Washington County; Utah,944,16,243,91,944,0,0,79,360300.0,630,206,2193,63427.0,270,230,0,0,490532704012
Block Group 3; Census Tract 2704.01; Washington County; Utah,896,23,435,220,896,0,0,0,411900.0,555,81,1706,61563.0,282,63,61,63,490532704013
Block Group 1; Census Tract 2704.02; Washington County; Utah,1485,30,517,479,1485,47,0,45,626600.0,981,212,2835,86382.0,920,170,150,86,490532704021
Block Group 1; Census Tract 2705.01; Washington County; Utah,1216,97,310,473,1216,0,0,0,687500.0,817,128,2809,93830.0,540,134,51,88,490532705011
Block Group 1; Census Tract 2705.02; Washington County; Utah,868,48,187,309,868,0,0,0,600700.0,622,164,2612,114700.0,648,152,42,61,490532705021
Block Group 2; Census Tract 2705.02; Washington County; Utah,502,0,45,48,502,0,0,0,416800.0,283,164,1541,90625.0,201,72,0,10,490532705022
Block Group 3; Census Tract 2705.02; Washington County; Utah,629,18,112,205,629,0,0,0,476000.0,548,81,1875,89825.0,352,82,36,0,490532705023
Block Group 1; Census Tract 2706.01; Washington County; Utah,1277,0,51,164,1277,0,0,0,326900.0,947,165,3185,99615.0,279,81,13,16,490532706011
Block Group 2; Census Tract 2706.01; Washington County; Utah,1187,0,62,327,1187,0,74,0,512800.0,430,504,2514,68244.0,416,30,0,11,490532706012
Block Group 3; Census Tract 2706.01; Washington County; Utah,637,0,0,364,637,0,0,0,400000.0,346,64,802,77436.0,140,69,0,0,490532706013
Block Group 4; Census Tract 2706.01; Washington County; Utah,358,0,141,111,358,67,19,0,521200.0,216,128,610,36184.0,35,55,0,0,490532706014
Block Group 1; Census Tract 2706.02; Washington County; Utah,478,17,78,303,478,0,0,0,483000.0,298,68,863,94318.0,122,115,0,19,490532706021
Block Group 2; Census Tract 2706.02; Washington County; Utah,938,62,193,396,938,401,0,0,442200.0,118,34,407,130583.0,46,90,0,0,490532706022
Block Group 3; Census Tract 2706.02; Washington County; Utah,643,16,78,132,643,0,0,0,500000.0,276,38,696,71413.0,204,36,17,0,490532706023
Block Group 1; Census Tract 2707.01; Washington County; Utah,779,0,98,0,779,66,22,0,211700.0,157,610,2633,72589.0,172,200,0,0,490532707011
Block Group 2; Census Tract 2707.01; Washington County; Utah,379,0,0,104,379,0,0,0,345600.0,227,90,1006,66615.0,171,87,17,0,490532707012
Block Group 3; Census Tract 2707.01; Washington County; Utah,1017,0,77,139,1017,0,0,325,171200.0,547,349,2993,72295.0,275,47,0,0,490532707013
Block Group 1; Census Tract 2707.02; Washington County; Utah,1119,81,243,734,1119,0,0,0,730000.0,776,0,1614,104744.0,546,326,84,32,490532707021
Block Group 2; Census Tract 2707.02; Washington County; Utah,895,0,144,321,895,20,0,189,334500.0,446,384,1889,51471.0,139,96,51,32,490532707022
Block Group 3; Census Tract 2707.02; Washington County; Utah,754,17,32,230,754,0,0,55,336700.0,524,230,1616,60714.0,161,48,0,14,490532707023
Block Group 1; Census Tract 2708.02; Washington County; Utah,510,111,22,15,510,0,0,0,594500.0,336,108,1520,100263.0,238,46,20,0,490532708021
Block Group 2; Census Tract 2708.02; Washington County; Utah,1412,357,704,140,1412,93,158,0,495400.0,431,638,2718,52426.0,311,169,0,40,490532708022
Block Group 3; Census Tract 2708.02; Washington County; Utah,979,13,209,307,979,0,0,40,695600.0,566,325,1802,46736.0,264,150,79,42,490532708023
Block Group 4; Census Tract 2708.02; Washington County; Utah,1111,0,109,452,1111,0,0,107,550400.0,780,265,2569,82788.0,404,193,17,0,490532708024
Block Group 1; Census Tract 2708.03; Washington County; Utah,372,0,21,320,372,0,0,0,542100.0,265,30,1084,118563.0,125,43,0,0,490532708031
Block Group 2; Census Tract 2708.03; Washington County; Utah,1582,478,809,269,1582,0,122,0,641300.0,1048,330,4300,108818.0,575,280,90,42,490532708032
Block Group 1; Census Tract 2708.04; Washington County; Utah,1228,52,544,410,1228,0,0,0,595700.0,1016,57,4402,123289.0,612,165,212,75,490532708041
Block Group 2; Census Tract 2708.04; Washington County; Utah,550,23,14,387,550,0,0,0,565800.0,446,70,1839,117674.0,439,125,43,38,490532708042
Block Group 1; Census Tract 2708.05; Washington County; Utah,1403,53,79,326,1403,68,0,231,336000.0,874,412,3832,130767.0,199,109,28,0,490532708051
Block Group 2; Census Tract 2708.05; Washington County; Utah,895,253,420,97,895,0,72,17,408400.0,553,89,1523,36879.0,339,175,37,0,490532708052
Block Group 3; Census Tract 2708.05; Washington County; Utah,770,0,0,154,770,0,0,149,341700.0,524,111,1417,64327.0,105,8,31,0,490532708053
Block Group 1; Census Tract 2708.06; Washington County; Utah,1571,122,410,966,1571,0,0,0,556200.0,737,188,2255,102933.0,542,250,43,5,490532708061
Block Group 1; Census Tract 2709.01; Washington County; Utah,1004,168,30,152,1004,0,0,64,393000.0,722,194,3024,84904.0,294,190,12,11,490532709011
Block Group 2; Census Tract 2709.01; Washington County; Utah,602,0,70,239,602,0,0,21,453800.0,350,119,1558,79053.0,150,30,20,25,490532709012
Block Group 1; Census Tract 2709.03; Washington County; Utah,851,0,166,113,851,0,0,38,331200.0,572,279,2083,54192.0,137,41,26,0,490532709031
Block Group 2; Census Tract 2709.03; Washington County; Utah,457,0,137,128,457,0,0,58,452000.0,398,59,1417,77113.0,208,183,0,18,490532709032
Block Group 1; Census Tract 2709.04; Washington County; Utah,1562,135,501,627,1562,0,48,36,463500.0,881,504,2956,66479.0,612,39,41,23,490532709041
Block Group 2; Census Tract 2709.04; Washington County; Utah,556,0,212,259,556,0,0,80,379200.0,474,82,1337,52500.0,63,48,51,20,490532709042
Block Group 3; Census Tract 2709.04; Washington County; Utah,729,0,20,98,729,0,0,263,174100.0,493,236,1644,35671.0,34,76,0,0,490532709043
Block Group 1; Census Tract 2709.05; Washington County; Utah,971,0,361,470,971,0,0,0,579300.0,249,415,2446,60469.0,402,140,0,0,490532709051
Block Group 2; Census Tract 2709.05; Washington County; Utah,320,15,48,128,320,0,0,2,467300.0,214,75,1180,81594.0,95,68,45,18,490532709052
Block Group 3; Census Tract 2709.05; Washington County; Utah,1665,122,782,166,1665,0,22,21,494900.0,1395,270,4340,99517.0,578,276,10,101,490532709053
Block Group 1; Census Tract 2710; Washington County; Utah,713,20,146,262,713,0,0,51,416700.0,606,37,1904,59479.0,237,47,30,0,490532710001
Block Group 2; Census Tract 2710; Washington County; Utah,896,55,85,160,896,0,41,77,328200.0,540,279,2734,65635.0,256,69,0,0,490532710002
